Product_category,Description,Price,Image
Microwave oven,Wf-4500 Oven Toaster With Rotisserie Bbq,"14,149",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/8/a/8ad601f0d00c42c75adf2d1fcbaab145_1_1_2.jpg
Microwave oven,Wf-2800R Oven Toaster,"10,957",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/7/a/7afb9b80c2383581f13475344be733a2_5.jpg
Microwave oven,Oven Toaster Rotisserie With Hot Plate 24Ltr Wf-2400,"9,846",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/3/2/32139cdfc9cf48e8618149809d38b560_5.jpg
Vacuum cleaner,Pack Of 6 Handy Tools,"4,999",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/d/8/d8330beadd8e8290d3bcfb79da56834d_7.jpg
Vacuum cleaner,Vacuum Cleaner Yl635 With Warranty,"26,596",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/a/0/a012424ba5560151478e2a5602f80da0_2.jpg
Vacuum cleaner,Vacuum Cleaner 2000Watt Ag-2095 Grey And Black,"10,652",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/5/d/5dbe54ff9e3e5f2f4f14f4a2b14692b5_6.jpg
Vacuum cleaner,Black Yellow Home Aspirator Blower 400W,"2,699",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/7/9/7940c21c3e5fd71fdfaf9f722b0bc971.jpg
Vacuum cleaner,Vacuum Cleaner Yl690 With Warranty,"20,106",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/b/f/bf98f5ed3d61ca6c8e8809ca829f1cbd_2.jpg
Vacuum cleaner,Wf-231 Handy Vacuum,"22,635",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/1/1/11a76832f0be1a0742cf643ee1aa850b_5.jpg
Vacuum cleaner,Total 2 In 1 Aspirator Blower 400W Industrial,"2,699",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/9/f/9fa88fd8fba60e2cbc2341250014b4c1_3.jpg
